Player Name,Player First Match,Player_cricinfo_id,Format,Format_id,Country,Country_id
C Bannerman,"Australia v England at Melbourne, 1876/77",4091,Test,1,Australia,2
JM Blackham,"Australia v England at Melbourne, 1876/77",4153,Test,1,Australia,2
BB Cooper,"Australia v England at Melbourne, 1876/77",4625,Test,1,Australia,2
TW Garrett,"Australia v England at Melbourne, 1876/77",5364,Test,1,Australia,2
DW Gregory,"Australia v England at Melbourne, 1876/77",5432,Test,1,Australia,2
EJ Gregory,"Australia v England at Melbourne, 1876/77",5433,Test,1,Australia,2
JR Hodges,"Australia v England at Melbourne, 1876/77",5670,Test,1,Australia,2
TP Horan,"Australia v England at Melbourne, 1876/77",5705,Test,1,Australia,2
TK Kendall,"Australia v England at Melbourne, 1876/77",6141,Test,1,Australia,2
WE Midwinter,"Australia v England at Melbourne, 1876/77",6605,Test,1,Australia,2
NFD Thomson,"Australia v England at Melbourne, 1876/77",7948,Test,1,Australia,2
TJD Kelly,"Australia v England at Melbourne, 1876/77",6138,Test,1,Australia,2
WL Murdoch,"Australia v England at Melbourne, 1876/77",6669,Test,1,Australia,2
FR Spofforth,"Australia v England at Melbourne, 1876/77",7663,Test,1,Australia,2
FE Allan,"Australia v England at Melbourne, 1878/79",3950,Test,1,Australia,2
AC Bannerman,"Australia v England at Melbourne, 1878/79",4089,Test,1,Australia,2
HF Boyle,"Australia v England at Melbourne, 1878/79",4183,Test,1,Australia,2
G Alexander,"England v Australia at The Oval, 1880",3944,Test,1,Australia,2
GJ Bonnor,"England v Australia at The Oval, 1880",4167,Test,1,Australia,2
TU Groube,"England v Australia at The Oval, 1880",5446,Test,1,Australia,2
PS McDonnell,"England v Australia at The Oval, 1880",6557,Test,1,Australia,2
WH Moule,"England v Australia at The Oval, 1880",6658,Test,1,Australia,2
GE Palmer,"England v Australia at The Oval, 1880",7071,Test,1,Australia,2
J Slight,"England v Australia at The Oval, 1880",7631,Test,1,Australia,2
WH Cooper,"Australia v England at Melbourne, 1881/82",4626,Test,1,Australia,2
E Evans,"Australia v England at Melbourne, 1881/82",5143,Test,1,Australia,2
G Giffen,"Australia v England at Melbourne, 1881/82",5382,Test,1,Australia,2
HH Massie,"Australia v England at Melbourne, 1881/82",6517,Test,1,Australia,2
G Coulthard,"Australia v England at Sydney, 1881/82",4635,Test,1,Australia,2
SP Jones,"Australia v England at Sydney, 1881/82",6050,Test,1,Australia,2
HJH Scott,"England v Australia at Manchester, 1884",7581,Test,1,Australia,2
W Bruce,"Australia v England at Melbourne, 1884/85",4228,Test,1,Australia,2
AH Jarvis,"Australia v England at Melbourne, 1884/85",6014,Test,1,Australia,2
AP Marr,"Australia v England at Melbourne, 1884/85",6492,Test,1,Australia,2
S Morris,"Australia v England at Melbourne, 1884/85",6647,Test,1,Australia,2
HA Musgrove,"Australia v England at Melbourne, 1884/85",6676,Test,1,Australia,2
RJ Pope,"Australia v England at Melbourne, 1884/85",7134,Test,1,Australia,2
WR Robertson,"Australia v England at Melbourne, 1884/85",7367,Test,1,Australia,2
JW Trumble,"Australia v England at Melbourne, 1884/85",7978,Test,1,Australia,2
J Worrall,"Australia v England at Melbourne, 1884/85",8260,Test,1,Australia,2
PG McShane,"Australia v England at Melbourne, 1884/85",6596,Test,1,Australia,2
FH Walters,"Australia v England at Melbourne, 1884/85",8149,Test,1,Australia,2
J McIlwraith,"England v Australia at The Oval, 1886",6570,Test,1,Australia,2
JJ Ferris,"Australia v England at Sydney, 1886/87",5225,Test,1,Australia,2
H Moses,"Australia v England at Sydney, 1886/87",6652,Test,1,Australia,2
CTB Turner,"Australia v England at Sydney, 1886/87",7990,Test,1,Australia,2
RC Allen,"Australia v England at Sydney, 1886/87",3958,Test,1,Australia,2
FJ Burton,"Australia v England at Sydney, 1886/87",4250,Test,1,Australia,2
JT Cottam,"Australia v England at Sydney, 1886/87",4631,Test,1,Australia,2
WF Giffen,"Australia v England at Sydney, 1886/87",5383,Test,1,Australia,2
JJ Lyons,"Australia v England at Sydney, 1886/87",6328,Test,1,Australia,2
JD Edwards,"England v Australia at Lord's, 1888",5122,Test,1,Australia,2
GHS Trott,"England v Australia at Lord's, 1888",7974,Test,1,Australia,2
SMJ Woods,"England v Australia at Lord's, 1888",22492,Test,1,Australia,2
JE Barrett,"England v Australia at Lord's, 1890",4102,Test,1,Australia,2
EJK Burn,"England v Australia at Lord's, 1890",4245,Test,1,Australia,2
PC Charlton,"England v Australia at Lord's, 1890",4563,Test,1,Australia,2
SE Gregory,"England v Australia at Lord's, 1890",5438,Test,1,Australia,2
H Trumble,"England v Australia at Lord's, 1890",7977,Test,1,Australia,2
ST Callaway,"Australia v England at Melbourne, 1891/92",4516,Test,1,Australia,2
H Donnan,"Australia v England at Melbourne, 1891/92",4969,Test,1,Australia,2
RW McLeod,"Australia v England at Melbourne, 1891/92",6585,Test,1,Australia,2
H Graham,"England v Australia at Lord's, 1893",5422,Test,1,Australia,2
J Darling,"Australia v England at Sydney, 1894/95",4897,Test,1,Australia,2
FA Iredale,"Australia v England at Sydney, 1894/95",5976,Test,1,Australia,2
E Jones,"Australia v England at Sydney, 1894/95",6046,Test,1,Australia,2
CE McLeod,"Australia v England at Sydney, 1894/95",6584,Test,1,Australia,2
JC Reedman,"Australia v England at Sydney, 1894/95",7315,Test,1,Australia,2
A Coningham,"Australia v England at Melbourne, 1894/95",4611,Test,1,Australia,2
J Harry,"Australia v England at Adelaide, 1894/95",5588,Test,1,Australia,2
AE Trott,"Australia v England at Adelaide, 1894/95",21593,Test,1,Australia,2
TR McKibbin,"Australia v England at Melbourne, 1894/95",6579,Test,1,Australia,2
CJ Eady,"England v Australia at Lord's, 1896",5115,Test,1,Australia,2
C Hill,"England v Australia at Lord's, 1896",5662,Test,1,Australia,2
JJ Kelly,"England v Australia at Lord's, 1896",6136,Test,1,Australia,2
MA Noble,"Australia v England at Melbourne, 1897/98",6936,Test,1,Australia,2
WP Howell,"Australia v England at Adelaide, 1897/98",5716,Test,1,Australia,2
FJ Laver,"England v Australia at Nottingham, 1899",6402,Test,1,Australia,2
VT Trumper,"England v Australia at Nottingham, 1899",7980,Test,1,Australia,2
WW Armstrong,"Australia v England at Melbourne, 1901/02",3982,Test,1,Australia,2
RA Duff,"Australia v England at Melbourne, 1901/02",4985,Test,1,Australia,2
AJY Hopkins,"Australia v England at Sydney, 1901/02",5703,Test,1,Australia,2
JV Saunders,"Australia v England at Sydney, 1901/02",7564,Test,1,Australia,2
JPF Travers,"Australia v England at Melbourne, 1901/02",7963,Test,1,Australia,2
A Cotter,"Australia v England at Sydney, 1903/04",4632,Test,1,Australia,2
PA McAlister,"Australia v England at Sydney, 1903/04",6536,Test,1,Australia,2
DRA Gehrs,"Australia v England at Melbourne, 1903/04",5375,Test,1,Australia,2
H Carter,"Australia v England at Sydney, 1907/08",4542,Test,1,Australia,2
GR Hazlitt,"Australia v England at Sydney, 1907/08",5622,Test,1,Australia,2
CG Macartney,"Australia v England at Sydney, 1907/08",6434,Test,1,Australia,2
VS Ransford,"Australia v England at Sydney, 1907/08",7308,Test,1,Australia,2
MJ Hartigan,"Australia v England at Adelaide, 1907/08",5905,Test,1,Australia,2
JDA O'Connor,"Australia v England at Adelaide, 1907/08",6992,Test,1,Australia,2
W Bardsley,"England v Australia at Birmingham, 1909",4095,Test,1,Australia,2
WJ Whitty,"England v Australia at Birmingham, 1909",8222,Test,1,Australia,2
C Kelleway,"Australia v South Africa at Sydney, 1910/11",6132,Test,1,Australia,2
HV Hordern,"Australia v South Africa at Melbourne, 1910/11",5706,Test,1,Australia,2
RB Minnett,"Australia v England at Sydney, 1911/12",6622,Test,1,Australia,2
TJ Matthews,"Australia v England at Adelaide, 1911/12",6527,Test,1,Australia,2
JW McLaren,"Australia v England at Sydney, 1911/12",6581,Test,1,Australia,2
W Carkeek,"Australia v South Africa at Manchester, 1912",4533,Test,1,Australia,2
SH Emery,"Australia v South Africa at Manchester, 1912",5140,Test,1,Australia,2
CB Jennings,"Australia v South Africa at Manchester, 1912",6023,Test,1,Australia,2
DBM Smith,"England v Australia at Lord's, 1912",7640,Test,1,Australia,2
ER Mayne,"Australia v South Africa at Lord's, 1912",6530,Test,1,Australia,2
HL Collins,"Australia v England at Sydney, 1920/21",4602,Test,1,Australia,2
JM Gregory,"Australia v England at Sydney, 1920/21",5435,Test,1,Australia,2
AA Mailey,"Australia v England at Sydney, 1920/21",6465,Test,1,Australia,2
WAS Oldfield,"Australia v England at Sydney, 1920/21",7003,Test,1,Australia,2
CE Pellew,"Australia v England at Sydney, 1920/21",7099,Test,1,Australia,2
J Ryder,"Australia v England at Sydney, 1920/21",7416,Test,1,Australia,2
JM Taylor,"Australia v England at Sydney, 1920/21",7921,Test,1,Australia,2
RL Park,"Australia v England at Melbourne, 1920/21",7079,Test,1,Australia,2
EA McDonald,"Australia v England at Adelaide, 1920/21",6555,Test,1,Australia,2
TJE Andrews,"England v Australia at Nottingham, 1921",3971,Test,1,Australia,2
HSTL Hendry,"England v Australia at Nottingham, 1921",5637,Test,1,Australia,2
WH Ponsford,"Australia v England at Sydney, 1924/25",7131,Test,1,Australia,2
AJ Richardson,"Australia v England at Sydney, 1924/25",7334,Test,1,Australia,2
VY Richardson,"Australia v England at Sydney, 1924/25",7346,Test,1,Australia,2
AEV Hartkopf,"Australia v England at Melbourne, 1924/25",5591,Test,1,Australia,2
CV Grimmett,"Australia v England at Sydney, 1924/25",5443,Test,1,Australia,2
AF Kippax,"Australia v England at Sydney, 1924/25",6154,Test,1,Australia,2
WM Woodfull,"England v Australia at Nottingham, 1926",8246,Test,1,Australia,2
DG Bradman,"Australia v England at Brisbane, 1928/29",4188,Test,1,Australia,2
H Ironmonger,"Australia v England at Brisbane, 1928/29",5977,Test,1,Australia,2
DD Blackie,"Australia v England at Sydney, 1928/29",4154,Test,1,Australia,2
OE Nothling,"Australia v England at Sydney, 1928/29",6944,Test,1,Australia,2
EL a'Beckett,"Australia v England at Melbourne, 1928/29",3931,Test,1,Australia,2
RK Oxenham,"Australia v England at Melbourne, 1928/29",7023,Test,1,Australia,2
A Jackson,"Australia v England at Adelaide, 1928/29",6000,Test,1,Australia,2
AG Fairfax,"Australia v England at Melbourne, 1928/29",5209,Test,1,Australia,2
PM Hornibrook,"Australia v England at Melbourne, 1928/29",5707,Test,1,Australia,2
TW Wall,"Australia v England at Melbourne, 1928/29",8142,Test,1,Australia,2
SJ McCabe,"England v Australia at Nottingham, 1930",6540,Test,1,Australia,2
A Hurwood,"Australia v West Indies at Adelaide, 1930/31",5733,Test,1,Australia,2
KE Rigg,"Australia v West Indies at Sydney, 1930/31",7356,Test,1,Australia,2
HC Nitschke,"Australia v South Africa at Brisbane, 1931/32",6931,Test,1,Australia,2
PK Lee,"Australia v South Africa at Sydney, 1931/32",6280,Test,1,Australia,2
WA Hunt,"Australia v South Africa at Adelaide, 1931/32",5730,Test,1,Australia,2
WJ O'Reilly,"Australia v South Africa at Adelaide, 1931/32",7020,Test,1,Australia,2
HM Thurlow,"Australia v South Africa at Adelaide, 1931/32",7952,Test,1,Australia,2
JHW Fingleton,"Australia v South Africa at Melbourne, 1931/32",5229,Test,1,Australia,2
LJ Nash,"Australia v South Africa at Melbourne, 1931/32",6915,Test,1,Australia,2
LE Nagel,"Australia v England at Sydney, 1932/33",6911,Test,1,Australia,2
LPJ O'Brien,"Australia v England at Melbourne, 1932/33",6989,Test,1,Australia,2
EH Bromley,"Australia v England at Brisbane, 1932/33",4210,Test,1,Australia,2
LS Darling,"Australia v England at Brisbane, 1932/33",4899,Test,1,Australia,2
HSB Love,"Australia v England at Brisbane, 1932/33",6319,Test,1,Australia,2
HH Alexander,"Australia v England at Sydney, 1932/33",3945,Test,1,Australia,2
WA Brown,"England v Australia at Nottingham, 1934",4225,Test,1,Australia,2
AG Chipperfield,"England v Australia at Nottingham, 1934",4570,Test,1,Australia,2
HI Ebeling,"England v Australia at The Oval, 1934",5119,Test,1,Australia,2
LO Fleetwood-Smith,"South Africa v Australia at Durban, 1935/36",5327,Test,1,Australia,2
EL McCormick,"South Africa v Australia at Durban, 1935/36",6546,Test,1,Australia,2
CL Badcock,"Australia v England at Brisbane, 1936/37",4076,Test,1,Australia,2
RH Robinson,"Australia v England at Brisbane, 1936/37",7377,Test,1,Australia,2
MW Sievers,"Australia v England at Brisbane, 1936/37",7614,Test,1,Australia,2
FA Ward,"Australia v England at Brisbane, 1936/37",8157,Test,1,Australia,2
RG Gregory,"Australia v England at Adelaide, 1936/37",5436,Test,1,Australia,2
BA Barnett,"England v Australia at Nottingham, 1938",4100,Test,1,Australia,2
AL Hassett,"England v Australia at Nottingham, 1938",5607,Test,1,Australia,2
MG Waite,"England v Australia at Leeds, 1938",8133,Test,1,Australia,2
SG Barnes,"England v Australia at The Oval, 1938",4098,Test,1,Australia,2
IWG Johnson,"New Zealand v Australia at Wellington, 1945/46",6100,Test,1,Australia,2
RR Lindwall,"New Zealand v Australia at Wellington, 1945/46",6299,Test,1,Australia,2
CL McCool,"New Zealand v Australia at Wellington, 1945/46",6545,Test,1,Australia,2
KD Meuleman,"New Zealand v Australia at Wellington, 1945/46",6601,Test,1,Australia,2
KR Miller,"New Zealand v Australia at Wellington, 1945/46",6612,Test,1,Australia,2
D Tallon,"New Zealand v Australia at Wellington, 1945/46",7913,Test,1,Australia,2
ERH Toshack,"New Zealand v Australia at Wellington, 1945/46",7960,Test,1,Australia,2
AR Morris,"Australia v England at Brisbane, 1946/47",6644,Test,1,Australia,2
GE Tribe,"Australia v England at Brisbane, 1946/47",7968,Test,1,Australia,2
FAW Freer,"Australia v England at Sydney, 1946/47",5325,Test,1,Australia,2
B Dooland,"Australia v England at Melbourne, 1946/47",4971,Test,1,Australia,2
MR Harvey,"Australia v England at Adelaide, 1946/47",5600,Test,1,Australia,2
RA Hamence,"Australia v England at Sydney, 1946/47",5565,Test,1,Australia,2
WA Johnston,"Australia v India at Brisbane, 1947/48",6041,Test,1,Australia,2
RN Harvey,"Australia v India at Adelaide, 1947/48",5603,Test,1,Australia,2
LJ Johnson,"Australia v India at Melbourne, 1947/48",6031,Test,1,Australia,2
SJE Loxton,"Australia v India at Melbourne, 1947/48",6323,Test,1,Australia,2
DT Ring,"Australia v India at Melbourne, 1947/48",7357,Test,1,Australia,2
RA Saggers,"England v Australia at Leeds, 1948",7551,Test,1,Australia,2
J Moroney,"South Africa v Australia at Johannesburg, 1949/50",6639,Test,1,Australia,2
G Noblet,"South Africa v Australia at Port Elizabeth, 1949/50",6933,Test,1,Australia,2
JB Iverson,"Australia v England at Brisbane, 1950/51",5980,Test,1,Australia,2
KA Archer,"Australia v England at Melbourne, 1950/51",3978,Test,1,Australia,2
JW Burke,"Australia v England at Adelaide, 1950/51",4242,Test,1,Australia,2
GB Hole,"Australia v England at Melbourne, 1950/51",5690,Test,1,Australia,2
GRA Langley,"Australia v West Indies at Brisbane, 1951/52",6258,Test,1,Australia,2
R Benaud,"Australia v West Indies at Sydney, 1951/52",4123,Test,1,Australia,2
CC McDonald,"Australia v West Indies at Sydney, 1951/52",6554,Test,1,Australia,2
GR Thoms,"Australia v West Indies at Sydney, 1951/52",7949,Test,1,Australia,2
RG Archer,"Australia v South Africa at Melbourne, 1952/53",3980,Test,1,Australia,2
ID Craig,"Australia v South Africa at Melbourne, 1952/53",4652,Test,1,Australia,2
AK Davidson,"England v Australia at Nottingham, 1953",4902,Test,1,Australia,2
JC Hill,"England v Australia at Nottingham, 1953",5663,Test,1,Australia,2
JH de Courcy,"England v Australia at Manchester, 1953",4932,Test,1,Australia,2
LE Favell,"Australia v England at Brisbane, 1954/55",5220,Test,1,Australia,2
LV Maddocks,"Australia v England at Melbourne, 1954/55",6457,Test,1,Australia,2
PJP Burge,"Australia v England at Sydney, 1954/55",4241,Test,1,Australia,2
WJ Watson,"Australia v England at Sydney, 1954/55",8181,Test,1,Australia,2
WPA Crawford,"England v Australia at Lord's, 1956",4656,Test,1,Australia,2
KD Mackay,"England v Australia at Lord's, 1956",6445,Test,1,Australia,2
JW Rutherford,"India v Australia at Mumbai (BS), 1956/57",7411,Test,1,Australia,2
JW Wilson,"India v Australia at Mumbai (BS), 1956/57",8237,Test,1,Australia,2
ATW Grout,"South Africa v Australia at Johannesburg, 1957/58",5449,Test,1,Australia,2
LF Kline,"South Africa v Australia at Johannesburg, 1957/58",6159,Test,1,Australia,2
I Meckiff,"South Africa v Australia at Johannesburg, 1957/58",6598,Test,1,Australia,2
RB Simpson,"South Africa v Australia at Johannesburg, 1957/58",7619,Test,1,Australia,2
RA Gaunt,"South Africa v Australia at Durban, 1957/58",5372,Test,1,Australia,2
NCL O'Neill,"Australia v England at Brisbane, 1958/59",7015,Test,1,Australia,2
KN Slater,"Australia v England at Sydney, 1958/59",7627,Test,1,Australia,2
GF Rorke,"Australia v England at Adelaide, 1958/59",7395,Test,1,Australia,2
GB Stevens,"Pakistan v Australia at Lahore, 1959/60",7674,Test,1,Australia,2
BN Jarman,"India v Australia at Kanpur, 1959/60",6013,Test,1,Australia,2
JW Martin,"Australia v West Indies at Melbourne, 1960/61",6509,Test,1,Australia,2
FM Misson,"Australia v West Indies at Melbourne, 1960/61",6625,Test,1,Australia,2
DE Hoare,"Australia v West Indies at Adelaide, 1960/61",5669,Test,1,Australia,2
WM Lawry,"England v Australia at Birmingham, 1961",6270,Test,1,Australia,2
GD McKenzie,"England v Australia at Lord's, 1961",6576,Test,1,Australia,2
BC Booth,"England v Australia at Manchester, 1961",4171,Test,1,Australia,2
CEJ Guest,"Australia v England at Sydney, 1962/63",5450,Test,1,Australia,2
BK Shepherd,"Australia v England at Sydney, 1962/63",7604,Test,1,Australia,2
NJN Hawke,"Australia v England at Sydney, 1962/63",5611,Test,1,Australia,2
AN Connolly,"Australia v South Africa at Brisbane, 1963/64",4613,Test,1,Australia,2
TR Veivers,"Australia v South Africa at Brisbane, 1963/64",8103,Test,1,Australia,2
IR Redpath,"Australia v South Africa at Melbourne, 1963/64",7314,Test,1,Australia,2
GE Corling,"England v Australia at Nottingham, 1964",4628,Test,1,Australia,2
RM Cowper,"England v Australia at Leeds, 1964",4645,Test,1,Australia,2
RHD Sellers,"India v Australia at Kolkata, 1964/65",7592,Test,1,Australia,2
IM Chappell,"Australia v Pakistan at Melbourne, 1964/65",4560,Test,1,Australia,2
DJ Sincock,"Australia v Pakistan at Melbourne, 1964/65",7623,Test,1,Australia,2
LC Mayne,"West Indies v Australia at Kingston, 1964/65",6531,Test,1,Australia,2
PI Philpott,"West Indies v Australia at Kingston, 1964/65",7117,Test,1,Australia,2
G Thomas,"West Indies v Australia at Kingston, 1964/65",7934,Test,1,Australia,2
PJ Allan,"Australia v England at Brisbane, 1965/66",3953,Test,1,Australia,2
KD Walters,"Australia v England at Brisbane, 1965/66",8151,Test,1,Australia,2
KR Stackpole,"Australia v England at Adelaide, 1965/66",7666,Test,1,Australia,2
DA Renneberg,"South Africa v Australia at Johannesburg, 1966/67",7328,Test,1,Australia,2
HB Taber,"South Africa v Australia at Johannesburg, 1966/67",7912,Test,1,Australia,2
GD Watson,"South Africa v Australia at Cape Town, 1966/67",8176,Test,1,Australia,2
JW Gleeson,"Australia v India at Adelaide, 1967/68",5398,Test,1,Australia,2
AP Sheahan,"Australia v India at Adelaide, 1967/68",7597,Test,1,Australia,2
EW Freeman,"Australia v India at Brisbane, 1967/68",5258,Test,1,Australia,2
LR Joslin,"Australia v India at Sydney, 1967/68",6054,Test,1,Australia,2
RJ Inverarity,"England v Australia at Leeds, 1968",5975,Test,1,Australia,2
AA Mallett,"England v Australia at The Oval, 1968",6472,Test,1,Australia,2
TJ Jenner,"Australia v England at Brisbane, 1970/71",6022,Test,1,Australia,2
RW Marsh,"Australia v England at Brisbane, 1970/71",6502,Test,1,Australia,2
AL Thomson,"Australia v England at Brisbane, 1970/71",7944,Test,1,Australia,2
GS Chappell,"Australia v England at Perth, 1970/71",4558,Test,1,Australia,2
JRF Duncan,"Australia v England at Melbourne, 1970/71",4992,Test,1,Australia,2
KJ O'Keeffe,"Australia v England at Melbourne, 1970/71",7002,Test,1,Australia,2
DK Lillee,"Australia v England at Adelaide, 1970/71",6295,Test,1,Australia,2
AR Dell,"Australia v England at Sydney, 1970/71",4937,Test,1,Australia,2
KH Eastwood,"Australia v England at Sydney, 1970/71",5117,Test,1,Australia,2
DJ Colley,"England v Australia at Manchester, 1972",4600,Test,1,Australia,2
BC Francis,"England v Australia at Manchester, 1972",5253,Test,1,Australia,2
R Edwards,"England v Australia at Lord's, 1972",5124,Test,1,Australia,2
RAL Massie,"England v Australia at Lord's, 1972",6518,Test,1,Australia,2
J Benaud,"Australia v Pakistan at Adelaide, 1972/73",4121,Test,1,Australia,2
JR Thomson,"Australia v Pakistan at Melbourne, 1972/73",7946,Test,1,Australia,2
MHN Walker,"Australia v Pakistan at Melbourne, 1972/73",8137,Test,1,Australia,2
JR Watkins,"Australia v Pakistan at Sydney, 1972/73",8173,Test,1,Australia,2
JR Hammond,"West Indies v Australia at Kingston, 1972/73",5569,Test,1,Australia,2
IC Davis,"Australia v New Zealand at Melbourne, 1973/74",4916,Test,1,Australia,2
GJ Gilmour,"Australia v New Zealand at Melbourne, 1973/74",5396,Test,1,Australia,2
G Dymock,"Australia v New Zealand at Adelaide, 1973/74",4999,Test,1,Australia,2
AG Hurst,"Australia v New Zealand at Adelaide, 1973/74",5732,Test,1,Australia,2
AJ Woodcock,"Australia v New Zealand at Adelaide, 1973/74",8244,Test,1,Australia,2
WJ Edwards,"Australia v England at Brisbane, 1974/75",5126,Test,1,Australia,2
RB McCosker,"Australia v England at Sydney, 1974/75",6547,Test,1,Australia,2
A Turner,"England v Australia at Birmingham, 1975",7989,Test,1,Australia,2
GJ Cosier,"Australia v West Indies at Melbourne, 1975/76",4629,Test,1,Australia,2
GN Yallop,"Australia v West Indies at Sydney, 1975/76",8448,Test,1,Australia,2
DW Hookes,"Australia v England at Melbourne, 1976/77",5696,Test,1,Australia,2
LS Pascoe,"England v Australia at Lord's, 1977",7083,Test,1,Australia,2
RD Robinson,"England v Australia at Lord's, 1977",7376,Test,1,Australia,2
CS Serjeant,"England v Australia at Lord's, 1977",7594,Test,1,Australia,2
RJ Bright,"England v Australia at Manchester, 1977",4208,Test,1,Australia,2
KJ Hughes,"England v Australia at The Oval, 1977",5724,Test,1,Australia,2
MF Malone,"England v Australia at The Oval, 1977",6474,Test,1,Australia,2
WM Clark,"Australia v India at Brisbane, 1977/78",4584,Test,1,Australia,2
PA Hibbert,"Australia v India at Brisbane, 1977/78",5648,Test,1,Australia,2
AL Mann,"Australia v India at Brisbane, 1977/78",6477,Test,1,Australia,2
AD Ogilvie,"Australia v India at Brisbane, 1977/78",6996,Test,1,Australia,2
SJ Rixon,"Australia v India at Brisbane, 1977/78",7360,Test,1,Australia,2
PM Toohey,"Australia v India at Brisbane, 1977/78",7959,Test,1,Australia,2
J Dyson,"Australia v India at Perth, 1977/78",5001,Test,1,Australia,2
JB Gannon,"Australia v India at Perth, 1977/78",5358,Test,1,Australia,2
IW Callen,"Australia v India at Adelaide, 1977/78",4517,Test,1,Australia,2
WM Darling,"Australia v India at Adelaide, 1977/78",4900,Test,1,Australia,2
GM Wood,"Australia v India at Adelaide, 1977/78",8251,Test,1,Australia,2
B Yardley,"Australia v India at Adelaide, 1977/78",8449,Test,1,Australia,2
JD Higgs,"West Indies v Australia at Port of Spain, 1977/78",5652,Test,1,Australia,2
TJ Laughlin,"West Indies v Australia at Georgetown, 1977/78",6261,Test,1,Australia,2
RM Hogg,"Australia v England at Brisbane, 1978/79",5685,Test,1,Australia,2
JA Maclean,"Australia v England at Brisbane, 1978/79",6452,Test,1,Australia,2
AR Border,"Australia v England at Melbourne, 1978/79",4174,Test,1,Australia,2
PH Carlson,"Australia v England at Adelaide, 1978/79",4534,Test,1,Australia,2
KJ Wright,"Australia v England at Adelaide, 1978/79",8264,Test,1,Australia,2
AMJ Hilditch,"Australia v England at Sydney, 1978/79",5656,Test,1,Australia,2
PR Sleep,"Australia v Pakistan at Melbourne, 1978/79",7630,Test,1,Australia,2
DF Whatmore,"Australia v Pakistan at Melbourne, 1978/79",8210,Test,1,Australia,2
JK Moss,"Australia v Pakistan at Perth, 1978/79",6654,Test,1,Australia,2
BM Laird,"Australia v West Indies at Brisbane, 1979/80",6250,Test,1,Australia,2
JM Wiener,"Australia v England at Perth, 1979/80",8224,Test,1,Australia,2
GR Beard,"Pakistan v Australia at Karachi, 1979/80",4112,Test,1,Australia,2
GF Lawson,"Australia v New Zealand at Brisbane, 1980/81",6272,Test,1,Australia,2
TM Alderman,"England v Australia at Nottingham, 1981",3943,Test,1,Australia,2
TM Chappell,"England v Australia at Nottingham, 1981",4561,Test,1,Australia,2
MF Kent,"England v Australia at Birmingham, 1981",6143,Test,1,Australia,2
MR Whitney,"England v Australia at Manchester, 1981",8220,Test,1,Australia,2
DM Wellham,"England v Australia at The Oval, 1981",8198,Test,1,Australia,2
GM Ritchie,"Pakistan v Australia at Karachi, 1982/83",7358,Test,1,Australia,2
CG Rackemann,"Australia v England at Brisbane, 1982/83",7302,Test,1,Australia,2
KC Wessels,"Australia v England at Brisbane, 1982/83",47884,Test,1,Australia,2
TG Hogan,"Sri Lanka v Australia at Kandy, 1982/83",5679,Test,1,Australia,2
RD Woolley,"Sri Lanka v Australia at Kandy, 1982/83",8256,Test,1,Australia,2
WB Phillips,"Australia v Pakistan at Perth, 1983/84",7115,Test,1,Australia,2
JN Maguire,"Australia v Pakistan at Melbourne, 1983/84",6460,Test,1,Australia,2
GRJ Matthews,"Australia v Pakistan at Melbourne, 1983/84",6525,Test,1,Australia,2
SB Smith,"West Indies v Australia at Georgetown, 1983/84",7656,Test,1,Australia,2
DM Jones,"West Indies v Australia at Port of Spain, 1983/84",6044,Test,1,Australia,2
DC Boon,"Australia v West Indies at Brisbane, 1984/85",4169,Test,1,Australia,2
RG Holland,"Australia v West Indies at Brisbane, 1984/85",5692,Test,1,Australia,2
MJ Bennett,"Australia v West Indies at Melbourne, 1984/85",4127,Test,1,Australia,2
CJ McDermott,"Australia v West Indies at Melbourne, 1984/85",6551,Test,1,Australia,2
SP O'Donnell,"England v Australia at Leeds, 1985",6995,Test,1,Australia,2
DR Gilbert,"England v Australia at The Oval, 1985",5385,Test,1,Australia,2
RB Kerr,"Australia v New Zealand at Sydney, 1985/86",6145,Test,1,Australia,2
MG Hughes,"Australia v India at Adelaide, 1985/86",5726,Test,1,Australia,2
GR Marsh,"Australia v India at Adelaide, 1985/86",6499,Test,1,Australia,2
BA Reid,"Australia v India at Adelaide, 1985/86",7319,Test,1,Australia,2
SR Waugh,"Australia v India at Melbourne, 1985/86",8192,Test,1,Australia,2
SP Davis,"New Zealand v Australia at Wellington, 1985/86",4923,Test,1,Australia,2
TJ Zoehrer,"New Zealand v Australia at Wellington, 1985/86",8468,Test,1,Australia,2
CD Matthews,"Australia v England at Brisbane, 1986/87",6523,Test,1,Australia,2
GC Dyer,"Australia v England at Adelaide, 1986/87",4996,Test,1,Australia,2
PL Taylor,"Australia v England at Sydney, 1986/87",7926,Test,1,Australia,2
MRJ Veletta,"Australia v New Zealand at Brisbane, 1987/88",8105,Test,1,Australia,2
TBA May,"Australia v New Zealand at Adelaide, 1987/88",6534,Test,1,Australia,2
AIC Dodemaide,"Australia v New Zealand at Melbourne, 1987/88",4964,Test,1,Australia,2
IA Healy,"Pakistan v Australia at Karachi, 1988/89",5628,Test,1,Australia,2
TV Hohns,"Australia v West Indies at Sydney, 1988/89",5688,Test,1,Australia,2
MA Taylor,"Australia v West Indies at Sydney, 1988/89",7924,Test,1,Australia,2
GD Campbell,"England v Australia at Leeds, 1989",4523,Test,1,Australia,2
